College,Department,Prefix,Number,Title
College of Education,Department of Educational and Psychological Studies,SPS,6971,Thesis: Masters/Educational Specialist
College of Education,Department of Educational and Psychological Studies,SPS,7090,Supervision Processes in School Psychology
College of Education,Department of Educational and Psychological Studies,SPS,7205,Advanced Consultation Processes in School Psychology
College of Education,Department of Educational and Psychological Studies,SPS,7700,Advanced Psychoeducational Interventions
College of Education,Department of Educational and Psychological Studies,SPS,7701,Advanced Child and Adolescent Psychotherapy
College of Education,Department of Educational and Psychological Studies,SPS,7910,Directed Research in School Psychology
College of Education,Department of Educational and Psychological Studies,SPS,7936,Advanced Seminar in School Psychology
College of Education,Department of Educational and Psychological Studies,SPS,7980,Dissertation
College of Engineering,Department of Electrical Engineering,EEE,3302,Electronics I
College of Engineering,Department of Electrical Engineering,EEE,3394,Electrical Engineering Science I - Electronic Materials
College of Engineering,Department of Electrical Engineering,EEE,4260C,Bioelectricity
College of Engineering,Department of Electrical Engineering,EEE,4271,Bioelectronics
College of Engineering,Department of Electrical Engineering,EEE,4274,MEMS I: Chemical/Biomedical Sensors and Microfabrication
College of Engineering,Department of Electrical Engineering,EEE,4301,Electronics II
College of Engineering,Department of Electrical Engineering,EEE,4314C,Integrated Circuit Technology
College of Engineering,Department of Electrical Engineering,EEE,4351C,Semiconductor Devices
College of Engineering,Department of Electrical Engineering,EEE,4359,Analog CMOS/VLSI Design
College of Engineering,Department of Electrical Engineering,EEE,4410,System on a Chip
College of Engineering,Department of Electrical Engineering,EEE,4506,Biomedical Image Processing
College of Engineering,Department of Electrical Engineering,EEE,4530,Flexible Electronics and Thin-Film Solar Cells
College of Engineering,Department of Electrical Engineering,EEE,4746,Wireless Mobile Computing and Security
College of Engineering,Department of Electrical Engineering,EEE,4748,Cryptography and Data Security
College of Engineering,Department of Electrical Engineering,EEE,4774,Data Analytics
College of Engineering,Department of Electrical Engineering,EEE,5356,Integrated Circuit Technology
College of Engineering,Department of Electrical Engineering,EEE,5382,Physical Basis of Microelectronics
College of Engineering,Department of Electrical Engineering,EEE,6205,Personal Health Systems
College of Engineering,Department of Electrical Engineering,EEE,6217,Biomedical Optical Spectroscopy and Imaging
College of Engineering,Department of Electrical Engineering,EEE,6273,Chemical/Biological Sensors and Microfabrication
College of Engineering,Department of Electrical Engineering,EEE,6276,MEMS Microfabrication and Microsystems Technologies
College of Engineering,Department of Electrical Engineering,EEE,6277,Bioelectronics
College of Engineering,Department of Electrical Engineering,EEE,6278,"Advanced MEMS Design, Modeling and Simulation"
College of Engineering,Department of Electrical Engineering,EEE,6281C,Bioelectricity
College of Engineering,Department of Electrical Engineering,EEE,6282,Biomedical Systems and Pattern Recognition
College of Engineering,Department of Electrical Engineering,EEE,6318,Characterization of Semiconductors
College of Engineering,Department of Electrical Engineering,EEE,6319,Metrology and Characterization of Electronic Materials
College of Engineering,Department of Electrical Engineering,EEE,6322,High Volume Circuit Manufacture
College of Engineering,Department of Electrical Engineering,EEE,6325,Semiconductor Process Simulation
College of Engineering,Department of Electrical Engineering,EEE,6345,VLSI for Signal Processing
College of Engineering,Department of Electrical Engineering,EEE,6352,"Electronic Materials, Defects and Junctions"
College of Engineering,Department of Electrical Engineering,EEE,6353,Semiconductor Device Theory I
College of Engineering,Department of Electrical Engineering,EEE,6354,Semiconductor Device Physics Foundations
College of Engineering,Department of Electrical Engineering,EEE,6355,Compound Semiconductor Technology
College of Engineering,Department of Electrical Engineering,EEE,6357,Integrated System Technologies
College of Engineering,Department of Electrical Engineering,EEE,6358,Semiconductor Device Theory II
College of Engineering,Department of Electrical Engineering,EEE,6365,Advanced Electronic Devices
College of Engineering,Department of Electrical Engineering,EEE,6368,RF/MW Power Amp Design
College of Engineering,Department of Electrical Engineering,EEE,6369,MMIC Design
College of Engineering,Department of Electrical Engineering,EEE,6385,Photonic Device Foundations
College of Engineering,Department of Electrical Engineering,EEE,6386,"Light Sources, LEDs and LASERS"
College of Engineering,Department of Electrical Engineering,EEE,6387,Photonic Detectors and Solar Cells
College of Engineering,Department of Electrical Engineering,EEE,6397,Bipolar Junction and Field-Effect Transistor Fundamentals
College of Engineering,Department of Electrical Engineering,EEE,6405,Electronic Integrated Device Manufacture
College of Engineering,Department of Electrical Engineering,EEE,6407,Semiconductor Materials and Devices
College of Engineering,Department of Electrical Engineering,EEE,6409,Advanced Electronic Device Manufacture
